# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	6213
#@/user_id	88a4665f-cb8c-4a39-a4d3-76505fd31b15
a 	啊	c=2 d=0.00311829 t=6213
kan le 	看了	c=1 d=0.0107528 t=6213
kan le xia 	看了下	c=1 d=1 t=5768
kan mu qian 	看目前	c=1 d=0.000403635 t=6213
kan qi lai 	看起來	c=6 d=0.339736 t=6213
kan she zhi 	看設置	c=1 d=0.085435 t=6213
kan shi fou 	看是否	c=1 d=9.78167e-006 t=6213
kan xia 	看下	c=1 d=6.1931e-011 t=6213
kan yun qi 	看運氣	c=1 d=0.00220948 t=6213
kan zhe ban 	看着辦	c=0 d=0.057695 t=6213
kan zhe yang 	看這樣	c=1 d=0.0145524 t=6213
kan zhi qian 	看之前	c=1 d=1.06238e-006 t=6213
kao 	靠	c=1 d=1 t=5039
kao lv 	考慮	c=1 d=0.000436124 t=6213
ke 	可	c=2 d=0.910037 t=6213
ke hu 	客戶	c=13 d=0.303826 t=6213
ke hu jie shi 	客戶解釋	c=1 d=1 t=6147
ke hu ren san fang 	客戶認三方	c=1 d=1 t=5802
ke hu tong ji 	客戶統計	c=1 d=1 t=6201
ke hu ye 	客戶頁	c=1 d=6.77518e-009 t=6213
ke hu ye mian 	客戶頁面	c=1 d=5.38311e-009 t=6213
ke kao xing 	可靠性	c=2 d=1.50902e-009 t=6213
ke le 	科勒	c=9 d=0.000793085 t=6213
ke neng 	可能	c=18 d=0.608006 t=6213
ke neng shi 	可能是	c=1 d=0.179066 t=6213
ke neng xing 	可能性	c=1 d=5.71598e-009 t=6213
ke xing 	可行	c=1 d=0.000742862 t=6213
ke yi 	可以	c=22 d=2.65494 t=6213
ke yi bao han 	可以包含	c=1 d=1 t=6014
ke yi can kao 	可以參考	c=1 d=0.0337087 t=6213
ke yi ce 	可以測	c=1 d=0.00565622 t=6213
ke yi de 	可以的	c=1 d=0.0298969 t=6213
ke yi fan ying 	可以反映	c=1 d=1.13411e-010 t=6213
ke yi gao ding 	可以搞定	c=1 d=9.21517e-010 t=6213
ke yi qu fen 	可以區分	c=1 d=1 t=5321
ke yi zhi jie yong 	可以直接用	c=1 d=0.0682212 t=6213
ke yong 	可用	c=0 d=2.24944e-009 t=6213
ke yong de 	可用的	c=1 d=2.26071e-008 t=6213
ken ding 	肯定	c=5 d=0.755784 t=6213
kong 	空	c=2 d=2.34888e-009 t=6213
kong chuan 	空串	c=1 d=1.18918e-009 t=6213
kou chu 	扣除	c=1 d=0.0156076 t=6213
kou fei 	扣費	c=0 d=0.1 t=6151
ku 	庫	c=5 d=0.17322 t=6213
kuai 	快	c=1 d=4.22429e-010 t=6213
kuai qian 	塊錢	c=1 d=0.0135686 t=6213
kuan tong 	寬通	c=3 d=0.0191587 t=6213
kuang jia 	框架	c=4 d=2.00349 t=6213
kuo zhan 	擴展	c=6 d=0.00744048 t=6213
kuo zhan xing 	擴展性	c=1 d=4.88178e-006 t=6213
lai 	來	c=2 d=0.0202421 t=6213
lai bi jiao 	來比較	c=1 d=1.47036e-006 t=6213
lai biao shi 	來表示	c=1 d=1 t=6094
lai chu 	來處	c=0 d=4.28594e-005 t=6213
lai chu li 	來處裏	c=1 d=0.000430743 t=6213
lai de ji 	來得及	c=0 d=8.07228e-012 t=6213
lai kan kan 	來看看	c=0 d=5.84456e-007 t=6213
lai le 	來了	c=0 d=0.012938 t=6213
lai pao 	來跑	c=1 d=1.39552e-009 t=6213
lai zi 	來自	c=1 d=2.99845e-007 t=6213
lai zuo 	來做	c=0 d=0.00200405 t=6213
lai zuo le 	來做了	c=1 d=0.020141 t=6213
lan 	覽	c=0 d=0.1 t=5124
lan de ba 	藍的吧	c=1 d=5.00707e-010 t=6213
lao de 	老的	c=2 d=1.97531 t=4852
le 	了	c=78 d=3.22415 t=6213
le xie 	了寫	c=1 d=0.0547488 t=6213
le yi bu fen 	了一部分	c=1 d=1.30095e-007 t=6213
lei si 	類似	c=7 d=0.561195 t=6213
lei xing 	類型	c=14 d=0.634807 t=6213
li 	裏	c=4 d=0.143067 t=6213
li he qi 	離合器	c=4 d=1.67624e-007 t=6213
li jie 	理解	c=1 d=1 t=5138
li lun shang 	理論上	c=1 d=4.42941e-009 t=6213
li mian 	裏面	c=13 d=0.815802 t=6213
li zhi 	離職	c=0 d=0.00136366 t=6213
li zi 	例子	c=1 d=0.442639 t=6213
lian jie 	連接	c=1 d=1 t=5409
lian jie 	鏈接	c=31 d=0.371462 t=6213
lian qi lai 	連起來	c=1 d=8.78394e-005 t=6213
lian tiao 	聯調	c=2 d=0.0103063 t=6213
liang 	量	c=6 d=0.638647 t=6213
liang bian 	兩邊	c=1 d=1.13666e-007 t=6213
liang da 	量大	c=2 d=2.79128e-010 t=6213
liang ge 	兩個	c=6 d=0.00243634 t=6213
lin shi 	臨時	c=2 d=0.0393602 t=6213
ling dao 	領導	c=0 d=0.0218712 t=6213
ling dao jue de 	領導覺得	c=1 d=0.219808 t=6213
ling sheng 	鈴聲	c=3 d=5.21532e-008 t=6213
ling wai 	另外	c=1 d=0.0096345 t=6213
ling wai yi ge 	另外一個	c=2 d=0.0968105 t=6213
ling yi ge 	另一個	c=1 d=7.63639e-005 t=6213
liu 	六	c=1 d=6.80682e-005 t=6213
liu lan 	瀏覽	c=1 d=2.3348e-005 t=6213
liu lan qi 	瀏覽器	c=3 d=6.17679e-006 t=6213
liu liang 	流量	c=6 d=0.703234 t=6213
liu liang can shu 	流量參數	c=1 d=1 t=5120
liu liang zhong 	流量中	c=1 d=0.0405589 t=6213
liu ming zhao 	劉銘釗	c=1 d=7.52398e-007 t=6213
liu xing 	流行	c=0 d=0.0960789 t=6213
lou 	漏	c=2 d=0.128735 t=6213
lou fa 	漏發	c=2 d=0.0099297 t=6213
lou fa wen ti 	漏發問題	c=1 d=0.00737249 t=6213
lou xia 	樓下	c=0 d=0.00164078 t=6213
lou xia qu chi le 	樓下去吃了	c=1 d=0.01649 t=6213
lu jing 	路徑	c=2 d=0.124389 t=6213
lu jing tiao zhuan 	路徑跳轉	c=1 d=7.5227e-005 t=6213
lu nan 	鲁南	c=1 d=0.527292 t=6213
lun bo 	輪播	c=0 d=0.00108347 t=6213
lun bo tu 	輪播圖	c=1 d=0.010889 t=6213
luo di 	落地	c=0 d=3.44963e-010 t=6213
luo di ye 	落地頁	c=5 d=0.891443 t=6213
luo ji 	邏輯	c=5 d=0.0119985 t=6213
luo ji ba 	邏輯吧	c=1 d=0.0194482 t=6213
luo ji cuo wu 	邏輯錯誤	c=1 d=0.00887071 t=6213
lv 	率	c=0 d=2.70004e-010 t=6213
ma 	嗎	c=2 d=0.0288225 t=6213
ma 	媽	c=1 d=0.00606106 t=6213
ma 	碼	c=2 d=8.63477e-010 t=6213
ma fan 	麻煩	c=0 d=0.1 t=5339
ma shuo er xi fu 	媽說兒媳婦	c=1 d=0.000854495 t=6213
mai 	買	c=1 d=0.0133665 t=6213
mai chu 	賣出	c=0 d=0.00137049 t=6213
mai ru 	買入	c=2 d=0.029401 t=6213
mai zhe ge le 	買這個了	c=1 d=5.05739e-010 t=6213
man 	滿	c=1 d=1 t=5964
man le 	滿了	c=1 d=1 t=5515
man man 	慢慢	c=0 d=0.0529935 t=6213
mang guo 	芒果	c=13 d=7.68753 t=5393
mao bing 	毛病	c=0 d=0.0202909 t=6213
me 	麼	c=0 d=0.013068 t=6213
mei 	沒	c=0 d=0.0657855 t=6213
mei bi yao 	沒必要	c=0 d=0.00198411 t=6213
mei cha duo shao 	沒差多少	c=1 d=4.36346e-009 t=6213
mei chu hua 	沒處花	c=1 d=5.08274e-010 t=6213
mei ci 	每次	c=1 d=0.955997 t=6213
mei dui qi 	沒對齊	c=1 d=1 t=5990
mei duo da cha yi 	沒多大差異	c=1 d=1.08402e-008 t=6213
mei fa 	沒法	c=0 d=0.0755806 t=6213
mei fa chao song le 	沒法抄送了	c=1 d=0.759572 t=6213
mei fa dui bi 	沒法對比	c=1 d=2.08116e-005 t=6213
mei fa tong bu 	沒法同步	c=1 d=1 t=5726
mei fa tong bu shu ju 	沒法同步數據	c=1 d=1 t=5532
mei gai dong 	沒改動	c=1 d=9.14242e-005 t=6213
mei ge 	每個	c=1 d=0.00098783 t=6213
mei guan xi 	沒關係	c=1 d=0.421052 t=6213
mei guo lv 	沒過濾	c=1 d=1 t=5817
mei kan 	沒看	c=1 d=0.0119145 t=6213
mei kan chu 	沒看出	c=1 d=0.000746586 t=6213
mei kan chu wen ti 	沒看出問題	c=1 d=2.58123e-009 t=6213
mei mai 	沒買	c=0 d=0.00142642 t=6213
mei mei 	美眉	c=0 d=2.37049e-008 t=6213
mei na 	沒拿	c=0 d=0.0249075 t=6213
mei nian 	每年	c=2 d=0.0280343 t=6213
mei pao man 	沒跑滿	c=1 d=1 t=5111
mei qian 	沒錢	c=1 d=8.22902e-009 t=6213
mei qian le 	沒錢了	c=1 d=7.45039e-009 t=6213
mei qu fen 	沒區分	c=1 d=1 t=5189
mei ren 	沒人	c=0 d=0.00502874 t=6213
mei ren qiang 	沒人搶	c=1 d=1.35778e-010 t=6213
mei ren ren shi ba 	沒人認識吧	c=1 d=0.0505395 t=6213
mei ri 	每日	c=1 d=1 t=5773
mei sha 	沒啥	c=0 d=0.0233494 t=6213
mei sha wen ti 	沒啥問題	c=1 d=9.42085e-005 t=6213
mei sha yong 	沒啥用	c=1 d=0.23457 t=6213
mei sheng xiao 	沒生效	c=1 d=1 t=5880
mei shi la 	没事啦	c=1 d=0.0119742 t=6213
mei shu ju 	沒數據	c=1 d=9.37706e-009 t=6213
mei ti 	媒體	c=8 d=0.0120487 t=6213
mei ti wen ti 	媒體問題	c=1 d=1.89255e-005 t=6213
mei ti zhi chi 	媒體支持	c=1 d=2.52402e-010 t=6213
mei tian 	每天	c=1 d=1.65783e-006 t=6213
mei tian 	沒填	c=1 d=1 t=5986
mei wen ti 	沒問題	c=7 d=0.0888572 t=6213
mei you 	沒有	c=35 d=1.63143 t=6213
mei you bian hua 	沒有變化	c=1 d=4.27706e-009 t=6213
mei you guan xi 	沒有關係	c=1 d=2.46128e-008 t=6213
mei you jing guo 	沒有經過	c=2 d=6.86594e-005 t=6213
mei you ren he 	沒有任何	c=1 d=2.24944e-008 t=6213
mei you tou fang 	沒有投放	c=1 d=0.323033 t=6213
mei you tui song guo lai 	沒有推送過來	c=1 d=1 t=5006
mei you yong 	沒有用	c=1 d=0.0710054 t=6213
mei zhong 	沒中	c=2 d=0.0228949 t=6213
mei zuo 	沒做	c=2 d=0.146607 t=6213
men 	們	c=0 d=6.23813e-009 t=6213
mian fei 	免費	c=0 d=2.139e-005 t=6213
mian fei duan xin 	免費短信	c=1 d=0.000214973 t=6213
mian tiao 	麪條	c=0 d=0.1 t=5500
miao 	秒	c=2 d=2.2388e-010 t=6213
miao shu 	描述	c=4 d=0.458452 t=6213
miao zhen 	秒針	c=6 d=0.00130593 t=6213
miao zhen tong ji 	秒針統計	c=1 d=0.00701293 t=6213
ming bai 	明白	c=2 d=0.000161976 t=6213
ming cheng 	名稱	c=5 d=0.0258775 t=6213
ming tian 	明天	c=2 d=3.01515e-005 t=6213
ming xian 	明顯	c=1 d=1 t=6209
ming xing 	明星	c=1 d=1 t=4797
ming zi 	名字	c=0 d=0.1 t=5400
mo ban 	模板	c=13 d=0.222653 t=6213
mo ren 	默認	c=2 d=0.00073289 t=6213
mo shi 	模式	c=1 d=1 t=5553
mou 	某	c=0 d=1.21007e-009 t=6213
mou ge 	某個	c=1 d=2.984e-009 t=6213
mou yi ge 	某一個	c=1 d=1.21614e-008 t=6213
mu biao 	目標	c=0 d=6.84211e-008 t=6213
mu biao ye 	目標頁	c=1 d=6.8764e-007 t=6213
mu di 	目的	c=0 d=2.62568e-005 t=6213
mu lu 	目錄	c=4 d=0.645054 t=6213
mu qian 	目前	c=30 d=0.713777 t=6213
mu qian xian you 	目前現有	c=1 d=5.47674e-006 t=6213
na 	那	c=1 d=0.00406149 t=6213
na bian 	那邊	c=0 d=0.00118551 t=6213
na bu 	那不	c=0 d=1.5931e-009 t=6213
na bu dui ya 	那不對呀	c=1 d=1.60108e-008 t=6213
na gai xia 	那改下	c=1 d=1.38116e-005 t=6213
na ge 	哪個	c=2 d=0.137305 t=6213
na ge 	那個	c=18 d=1.78256 t=6213
na ge shi 	那個是	c=1 d=0.283654 t=6213
na guo lai 	拿過來	c=0 d=2.35217e-005 t=6213
na guo lai de 	拿過來的	c=1 d=0.000236397 t=6213
na jia 	哪家	c=0 d=2.92392e-006 t=6213
na jia qiang 	哪家強	c=1 d=2.93858e-005 t=6213
na jing dong 	那京東	c=1 d=4.88345e-010 t=6213
na jiu 	那就	c=1 d=0.00557519 t=6213
na jiu hui qu 	那就回去	c=1 d=0.0383884 t=6213
na ken ding 	那肯定	c=1 d=9.28375e-009 t=6213
na li 	哪裏	c=5 d=0.152964 t=6213
na li 	那裏	c=1 d=6.44192e-008 t=6213
na me 	那麼	c=1 d=0.147342 t=6213
na shi 	那是	c=2 d=1.34762e-010 t=6213
na wen ti 	那問題	c=2 d=0.00214064 t=6213
na wo xian hui qu 	那我先回去	c=1 d=0.0397558 t=6213
na xie 	那些	c=0 d=1.10288e-006 t=6213
na ye 	那也	c=0 d=1.58488e-007 t=6213
na ye hao cha 	那也好查	c=1 d=1.59283e-006 t=6213
na yi duan shi jian 	那一段時間	c=1 d=5.89106e-011 t=6213
na yi lie 	那一列	c=1 d=1.62556e-010 t=6213
na yi tian 	那一天	c=1 d=3.20037e-009 t=6213
na ying gai 	那應該	c=1 d=3.07488e-009 t=6213
na zhong 	那種	c=1 d=9.61607e-011 t=6213
nan dao 	難道	c=1 d=0.282239 t=6213
ne 	呢	c=8 d=0.020212 t=6213
nei 	內	c=5 d=0.433874 t=6213
nei de 	内地	c=3 d=3.67633e-008 t=6213
nei rong 	內容	c=3 d=0.182239 t=6213
nei ye 	內頁	c=1 d=0.18452 t=6213
neng 	能	c=1 d=1.83167e-005 t=6213
neng cha 	能差	c=1 d=1.28468e-006 t=6213
neng cong 	能從	c=1 d=0.00215492 t=6213
neng fou 	能否	c=4 d=0.927743 t=6213
neng kan 	能看	c=0 d=0.1 t=6135
neng kan dao de 	能看道德	c=1 d=1 t=6136
neng wen ta men 	能問他們	c=1 d=1.33067e-008 t=6213
neng wen xia 	能問下	c=1 d=2.23784e-006 t=6213
neng yong 	能用	c=0 d=1.27806e-005 t=6213
neng zou 	能走	c=0 d=0.0102284 t=6213
ni 	你	c=4 d=1.60259 t=6213
ni bi 	你比	c=0 d=0.0190139 t=6213
ni bi qi ta ren 	你比其他人	c=1 d=0.191092 t=6213
ni bu chi 	你不吃	c=1 d=0.941765 t=6213
ni cha de zhe ge 	你查的這個	c=1 d=1.6919e-010 t=6213
ni chi 	你吃	c=0 d=0.1 t=5499
ni chi sha 	你吃啥	c=1 d=1 t=5500
ni de 	你的	c=1 d=0.165299 t=6213
ni dian 	你點	c=1 d=0.0519063 t=6213
ni dian tu pian 	你點圖片	c=1 d=0.489192 t=6213
ni er sen 	尼爾森	c=3 d=0.000836392 t=6213
ni fa de 	你發的	c=1 d=5.13295e-008 t=6213
ni hen 	你很	c=1 d=0.22091 t=6213
ni hui 	你會	c=0 d=0.1 t=5596
ni hui kan dao 	你會看到	c=1 d=1 t=5597
ni jiu 	你就	c=0 d=1.16223e-005 t=6213
ni jiu kan dao le 	你就看到了	c=1 d=0.000116806 t=6213
ni kan 	你看	c=3 d=0.0137736 t=6213
ni kan dao 	你看到	c=1 d=1 t=5604
ni kan zhe ban 	你看着辦	c=1 d=0.579842 t=6213
ni men 	你們	c=8 d=0.709303 t=6213
ni men de 	你們的	c=0 d=1.65383e-008 t=6213
ni men shou dao 	你們收到	c=1 d=3.4837e-007 t=6213
ni na bian 	你那邊	c=1 d=2.72625e-005 t=6213
ni shi 	你是	c=1 d=0.0165727 t=6213
ni shi 	你试	c=0 d=0.0442639 t=6213
ni shi xia 	你试下	c=1 d=0.444858 t=6213
ni shu ru 	你輸入	c=1 d=0.0441572 t=6213
ni shuo de 	你說的	c=2 d=0.00396599 t=6213
ni wen 	你問	c=1 d=0.00285124 t=6213
ni wen wen 	你問問	c=3 d=0.000189019 t=6213
ni xian 	你先	c=1 d=0.0458869 t=6213
ni xian zhuang zhe ge 	你先裝這個	c=1 d=0.0305009 t=6213
ni xing 	你行	c=1 d=0.207008 t=6213
ni yao jia ban 	你要加班	c=0 d=0.1 t=5491
ni yi jing huan le 	你已經還了	c=1 d=6.20808e-010 t=6213
ni yong 	你用	c=1 d=0.000113353 t=6213
ni zen me chi jue ding wo zen me chi 	你怎麼吃決定我怎麼吃	c=1 d=0.937067 t=6213
ni zhu ce 	你註冊	c=1 d=0.000218221 t=6213
ni zi ji 	你自己	c=0 d=0.1 t=4899
ni zi ji yi ge ren 	你自己一個人	c=1 d=1 t=4900
ni zou de 	你走的	c=0 d=0.1 t=5495
nian 	年	c=1 d=1.49309e-010 t=6213
niu 	牛	c=1 d=0.222017 t=6213
nong cuo 	弄錯	c=2 d=0.0440952 t=6213
nong guo 	弄過	c=1 d=0.000199439 t=6213
o 	哦	c=23 d=0.86941 t=6213
ok 	OK	c=1 d=2.31196e-007 t=6213
pa chong 	爬蟲	c=1 d=0.0232837 t=6213
pai 	排	c=1 d=0.000396465 t=6213
pai cha 	排查	c=4 d=0.00153232 t=6213
pai cha le 	排查了	c=1 d=0.000925663 t=6213
pai cha le xia 	排查了下	c=2 d=8.98863e-006 t=6213
pai chu 	排除	c=2 d=1.91663e-006 t=6213
pai chu xia 	排除下	c=1 d=1.87372e-005 t=6213
pai song 	派送	c=0 d=8.45993e-005 t=6213
pai xu 	排序	c=3 d=3.76873e-008 t=6213
pan ding 	判定	c=0 d=3.08284e-011 t=6213
pan ding wei 	判定爲	c=1 d=3.09829e-010 t=6213
pan duan 	判斷	c=5 d=0.0171333 t=6213
pao 	跑	c=0 d=1.58926e-010 t=6213
pao ge 	跑個	c=1 d=2.26618e-007 t=6213
pao guo 	跑過	c=1 d=2.99122e-008 t=6213
pao le 	跑了	c=0 d=3.11329e-009 t=6213
pao pao 	泡泡	c=0 d=4.95725e-011 t=6213
pei 	陪	c=0 d=0.1 t=5132
pei zhi 	配置	c=6 d=0.163695 t=6213
pei zhi wen jian 	配置文件	c=1 d=1 t=5913
pei zhi zhong 	陪之中	c=1 d=1 t=5133
peng 	鵬	c=0 d=0.000891518 t=6213
peng hua 	鵬華	c=2 d=5.41176e-005 t=6213
pi pei 	匹配	c=4 d=0.0149002 t=6213
pi pei di yu 	匹配地域	c=2 d=2.39593e-007 t=6213
pi pei hou de 	匹配厚的	c=1 d=9.78334e-008 t=6213
pian 	片	c=1 d=1.59668e-005 t=6213
pian wen zhang 	篇文章	c=0 d=6.42921e-011 t=6213
pian yi 	便宜	c=1 d=4.90792e-010 t=6213
piao 	票	c=0 d=4.37476e-011 t=6213
piao xi 	漂洗	c=1 d=3.25659e-008 t=6213
pin ci 	頻次	c=18 d=1.49532e-005 t=6213
pin kong 	頻控	c=1 d=2.61303e-006 t=6213
ping ce 	評測	c=1 d=1 t=4894
ping hua 	平滑	c=1 d=8.07228e-011 t=6213
ping mu 	屏幕	c=1 d=1.00327e-009 t=6213
ping tai 	平臺	c=3 d=0.000657159 t=6213
po jie 	破解	c=1 d=0.102284 t=6213
qi 	七	c=1 d=6.84094e-005 t=6213
qi 	其	c=1 d=0.000706632 t=6213
qi dong 	啓動	c=1 d=8.96292e-007 t=6213
qi quan 	期權	c=2 d=0.0264526 t=6213
qi shi 	其實	c=3 d=0.19398 t=6213
qi ta 	其他	c=21 d=1.37759 t=6213
qi ta hen duo 	其他很多	c=1 d=1.09473e-006 t=6213
qi ta mei you le ba 	其他沒有了吧	c=1 d=8.35697e-007 t=6213
qi ta ren 	其他人	c=0 d=0.0190139 t=6213
qi yong 	啓用	c=1 d=0.00377257 t=6213
qi zhong 	其中	c=1 d=0.264477 t=6213
qi zhong yi ge 	其中一個	c=1 d=0.0120032 t=6213
qi zuo yong 	起作用	c=1 d=1 t=5050
qian 	前	c=1 d=4.35294e-010 t=6213
qian 	千	c=0 d=0.0148823 t=6213
qian 	錢	c=1 d=0.0159229 t=6213
qian duan 	前端	c=23 d=0.37548 t=6213
qian duo ci 	千多次	c=1 d=0.149569 t=6213
qian hou 	前後	c=0 d=0.1 t=5070
qian hou duan 	前後端	c=1 d=1 t=5071
qian mian 	前面	c=1 d=3.16798e-007 t=6213
qian ti 	前提	c=1 d=5.6173e-010 t=6213
qian yi 	遷移	c=2 d=0.00111153 t=6213
qiang 	強	c=0 d=2.92392e-006 t=6213
qiang 	搶	c=0 d=1.35101e-011 t=6213
qiang de 	搶的	c=0 d=1.39913e-011 t=6213
qiang de shao 	搶的少	c=1 d=1.40614e-010 t=6213
qiang piao 	搶票	c=1 d=4.46313e-010 t=6213
qie huan 	切換	c=1 d=2.94991e-009 t=6213
qie pian 	切片	c=1 d=0.00436124 t=6213
qin ai de 	親愛的	c=1 d=0.913931 t=6213
qin xue 	秦學	c=1 d=1.55779e-009 t=6213
qin xue 	秦雪	c=1 d=1.56559e-009 t=6213
qing chu 	清楚	c=1 d=2.77508e-008 t=6213
qing kuang 	情況	c=9 d=0.909199 t=6213
qing qiu 	請求	c=4 d=0.00863807 t=6213
qing shu 	情書	c=0 d=1.59668e-006 t=6213
qiu shi 	糗事	c=0 d=0.1 t=5819
qiu shi bai ke 	糗事百科	c=1 d=1 t=5820
qu 	去	c=0 d=0.00164078 t=6213
qu 	取	c=2 d=0.0442969 t=6213
qu bi jiao yuan de di fang 	去比較遠地地方	c=1 d=1 t=4899
qu bie 	區別	c=2 d=0.0038125 t=6213
qu chen shi 	屈臣氏	c=12 d=3.43178e-005 t=6213
qu chong 	去重	c=3 d=0.000164555 t=6213
qu chong 	驅蟲	c=1 d=4.14924e-005 t=6213
qu chong shu 	去重數	c=1 d=4.29704e-005 t=6213
qu chong shu ju 	去重數據	c=1 d=4.23306e-005 t=6213
qu chu 	去除	c=1 d=3.12029e-005 t=6213
qu dao 	渠道	c=1 d=0.135481 t=6213
qu de 	取得	c=0 d=5.25109e-012 t=6213
qu de shi 	取得是	c=1 d=5.27741e-011 t=6213
qu diao 	去掉	c=2 d=0.139457 t=6213
qu diao le 	去掉了	c=1 d=1 t=5644
qu fen 	區分	c=10 d=0.0629895 t=6213
qu fen bu liao 	區分不了	c=1 d=1 t=5243
qu fen kai lai 	區分開來	c=1 d=1 t=5198
qu fen wei 	區分爲	c=1 d=2.51143e-010 t=6213
qu le 	取了	c=1 d=4.86918e-005 t=6213
qu shi 	趨勢	c=6 d=0.00461162 t=6213
qu xiao 	取消	c=3 d=0.044748 t=6213
qu xiao guan zhu 	取消關注	c=1 d=0.0117959 t=6213
quan 	全	c=1 d=1 t=5365
quan bu 	全部	c=1 d=7.12376e-011 t=6213
que ding 	確定	c=1 d=0.00192547 t=6213
que ding bu zuo le 	確定不做了	c=1 d=1 t=5424
que ren 	確認	c=4 d=0.0111701 t=6213
que ren wen ti 	確認問題	c=1 d=0.0049667 t=6213
que shi 	卻是	c=3 d=1.73746e-006 t=6213
que shi 	確實	c=5 d=6.44097e-007 t=6213
que shi 	缺失	c=4 d=0.129402 t=6213
que shi shi 	確實是	c=3 d=7.96735e-006 t=6213
qun 	羣	c=0 d=0.0156998 t=6213
qun li 	羣裏	c=0 d=4.6794e-009 t=6213
qun li shuo 	羣裏說	c=1 d=4.52981e-008 t=6213
ran hou 	然後	c=6 d=0.1007 t=6213
rang 	讓	c=2 d=0.218712 t=6213
rang ta 	讓他	c=0 d=0.1 t=6139
rang ta kan kan 	讓他看看	c=1 d=1 t=6140
rao le 	饒了	c=0 d=0.00202419 t=6213
rao le yi quan 	饒了一圈	c=1 d=0.0203434 t=6213
ren 	認	c=1 d=1.0802 t=5801
ren he 	任何	c=4 d=1.52966e-005 t=6213
ren he guo lv 	任何過濾	c=2 d=1.21324e-005 t=6213
ren he qu chong 	任何去重	c=1 d=6.03711e-005 t=6213
ren he shu ju 	任何數據	c=1 d=1.43406e-006 t=6213
ren qun 	人羣	c=1 d=0.0990249 t=6213
ren qun lei xing 	人羣類型	c=1 d=1 t=5972
ren shi 	認識	c=0 d=0.00502874 t=6213
ren wei 	認爲	c=3 d=0.161022 t=6213
ren wu 	任務	c=4 d=0.0441897 t=6213
reng ran 	仍然	c=1 d=3.10071e-008 t=6213
reng ran shi 	仍然是	c=1 d=1 t=5564
ri 	日	c=0 d=0.1 t=5625
ri chang 	日常	c=2 d=1.95581 t=6213
ri dian ji shu 	日點擊數	c=1 d=1 t=5626
ri ji 	日記	c=1 d=1 t=5976
ri qi 	日期	c=1 d=7.61797e-006 t=6213
ri zhi 	日誌	c=6 d=0.342912 t=6213
rong yi 	容易	c=1 d=0.0212797 t=6213
ru can 	入參	c=1 d=1.45247e-009 t=6213
ru can 	入慘	c=1 d=1.12554e-009 t=6213
ru guo 	如果	c=27 d=1.18631 t=6213
ru he 	如何	c=2 d=0.00460782 t=6213
sai nuo fei 	賽諾菲	c=1 d=1 t=5891
san 	三	c=3 d=0.723048 t=6213
san ang 	三昂	c=1 d=8.48327e-007 t=6213
san fang 	三方	c=28 d=0.764001 t=6213
san fang dian ji 	三方點擊	c=1 d=2.19883e-005 t=6213
san fang guo lv 	三方過濾	c=1 d=0.0015415 t=6213
san fang jian ce 	三方監測	c=1 d=3.63464e-006 t=6213
san fang jian kong 	三方監控	c=2 d=6.36651e-005 t=6213
san fang jian kong shu 	三方監控數	c=1 d=4.31857e-005 t=6213
san fang ku 	三方庫	c=1 d=0.0665368 t=6213
san fang na ge 	三方那個	c=1 d=1.79127e-005 t=6213
san fang tong ji 	三方統計	c=1 d=4.53999e-005 t=6213
san fang wen ti 	三方問題	c=1 d=1.45623e-010 t=6213
san ge 	三個	c=2 d=0.449378 t=6213
san ji fang 	三機房	c=1 d=0.00390694 t=6213
san qing 	三清	c=0 d=0.1 t=5402
san qing dao zu 	三清道祖	c=1 d=1 t=5403
san tian 	三天	c=1 d=4.33123e-010 t=6213
san xing 	三星	c=0 d=0.000891518 t=6213
san xing peng tai 	三星鵬泰	c=1 d=0.00895987 t=6213
sao 	掃	c=0 d=0.0010889 t=6213
setting 	setting	c=1 d=1 t=5892
sha 	啥	c=4 d=0.358297 t=6213
sha ming zi 	啥名字	c=1 d=1 t=5401
sha shi 	啥事	c=1 d=4.81074e-010 t=6213
sha shi hou zou 	啥时候走	c=1 d=0.980199 t=6213
sha wen ti 	啥問題	c=1 d=0.000757869 t=6213
shan diao 	刪掉	c=1 d=7.12255e-009 t=6213
shan le 	刪了	c=0 d=0.1 t=5529
shan le ba 	刪了吧	c=1 d=1 t=5530
shang 	上	c=3 d=0.559898 t=6213
shang bai zhong 	上百種	c=1 d=1 t=5251
shang chuan 	上傳	c=2 d=0.489202 t=6213
shang hai 	上海	c=1 d=8.14925e-005 t=6213
shang men 	上門	c=1 d=2.09159e-005 t=6213
shang mian 	上面	c=2 d=0.0497786 t=6213
shang shi 	上市	c=1 d=0.0147723 t=6213
shang wu 	上午	c=3 d=9.9155e-005 t=6213
shang wu shuo 	上午說	c=1 d=0.000845993 t=6213
shang xian 	上線	c=7 d=0.117655 t=6213
shang xian 	上限	c=2 d=0.118245 t=6213
shang zhou 	上週	c=1 d=0.00499159 t=6213
shao 	少	c=2 d=0.00162053 t=6213
shao bu fen 	少部分	c=0 d=1.74283e-007 t=6213
shao liang 	少量	c=0 d=0.0519442 t=6213
shao liang shu ju le 	少量數據了	c=1 d=0.522046 t=6213
shao yu 	少於	c=1 d=3.51812e-005 t=6213
shao zhe me duo 	少這麼多	c=2 d=5.13429e-008 t=6213
