# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	6213
#@/user_id	88a4665f-cb8c-4a39-a4d3-76505fd31b15
a 	啊	c=2 d=0.00311829 t=6213
duo da 	多大	c=0 d=1.07862e-009 t=6213
duo ge 	多個	c=3 d=0.371577 t=6213
duo lan 	多爛	c=1 d=1.02619e-010 t=6213
duo le 	多了	c=0 d=4.41872e-011 t=6213
duo mei ti 	多媒體	c=2 d=3.53038e-008 t=6213
duo shao 	多少	c=1 d=0.138761 t=6213
duo shuo 	多說	c=1 d=0.000784864 t=6213
e 	額	c=2 d=9.51572e-005 t=6213
e 	餓	c=1 d=0.0163259 t=6213
en 	嗯	c=28 d=2.53194 t=6213
en 	恩	c=1 d=2.55555e-009 t=6213
en en 	嗯嗯	c=5 d=0.00442805 t=6213
er 	二	c=1 d=6.53992e-005 t=6213
er 	而	c=2 d=2.11572e-008 t=6213
er qie 	而且	c=4 d=0.172 t=6213
er shi 	而是	c=1 d=1 t=5741
er wo men 	而我們	c=2 d=0.543351 t=6213
er xi fu 	兒媳婦	c=0 d=8.50233e-005 t=6213
ex 	ex	c=1 d=1 t=5974
fa 	法	c=0 d=2.35298e-009 t=6213
fa 	發	c=0 d=0.1 t=5244
fa bu 	發佈	c=0 d=0.197045 t=5990
fa bu shi 	發佈時	c=1 d=1 t=5985
fa chu lai 	發出來	c=1 d=1 t=5870
fa de 	發的	c=2 d=0.256844 t=6213
fa gei 	發給	c=1 d=0.00410726 t=6213
fa le 	發了	c=0 d=1.85029e-005 t=6213
fa song 	發送	c=2 d=0.0338776 t=6213
fa xian 	發現	c=6 d=1.00739 t=6213
fa xian bu yi yang 	發現不一樣	c=1 d=1 t=5921
fa xian wen ti 	發現問題	c=1 d=0.00143012 t=6213
fan 	反	c=0 d=0.0170333 t=6213
fan hui 	返回	c=7 d=2.47592 t=6213
fan hui de 	返回的	c=1 d=9.44524e-006 t=6213
fan hui gei ni 	返回給你	c=1 d=0.767206 t=6213
fan hui lai 	返回來	c=0 d=0.1 t=6002
fan hui zi duan 	返回字段	c=1 d=1 t=6066
fan kui 	反饋	c=10 d=0.600508 t=6213
fan kui de 	反饋的	c=1 d=8.56853e-007 t=6213
fan wei 	範圍	c=2 d=0.826959 t=6213
fan wei nei 	範圍內	c=1 d=1.43431e-008 t=6213
fan yi 	翻譯	c=3 d=2.99518 t=4917
fan yi de 	翻譯的	c=1 d=1 t=4911
fan yi dui le 	翻譯對了	c=1 d=1 t=4918
fan ying 	反映	c=0 d=1.12846e-011 t=6213
fan zuo bi 	反作弊	c=1 d=0.171187 t=6213
fang 	放	c=1 d=0.0812682 t=6213
fang an 	方案	c=2 d=1.37923e-009 t=6213
fang bian 	方便	c=1 d=1.32061e-007 t=6213
fang fa 	方法	c=1 d=0.036334 t=6213
fang fa ming 	方法名	c=1 d=1 t=5885
fang he 	防核	c=0 d=0.0722527 t=6213
fang he wo men 	防核我們	c=1 d=0.726149 t=6213
fang mian 	方面	c=6 d=0.555425 t=6213
fang na li 	放那裏	c=1 d=5.99353e-008 t=6213
fang shi 	方式	c=1 d=2.35907e-009 t=6213
fang wen 	訪問	c=1 d=6.02723e-009 t=6213
fang wen shun xu 	訪問順序	c=1 d=3.69975e-009 t=6213
fang zai 	放在	c=1 d=0.453845 t=6213
fei 	非	c=1 d=0.0138427 t=6213
fei chang 	非常	c=1 d=5.19619e-005 t=6213
fei ding xiang 	非定向	c=3 d=2.45092e-010 t=6213
fei ding xiang cheng shi 	非定向城市	c=2 d=1.80194e-010 t=6213
fei ding xiang di qu 	非定向地區	c=1 d=9.23902e-011 t=6213
fei qi 	廢棄	c=0 d=0.1 t=4847
fei yong 	費用	c=1 d=4.5271e-008 t=6213
fen 	分	c=4 d=3.62475e-010 t=6213
fen bao 	分包	c=4 d=3.95544 t=5540
fen bie 	分別	c=0 d=5.40917e-008 t=6213
fen bie dui ying 	分別對應	c=1 d=5.43628e-007 t=6213
fen ci 	分詞	c=1 d=0.000464291 t=6213
fen dao 	分到	c=0 d=0.1 t=5344
fen fa 	分發	c=2 d=0.163654 t=6213
fen ge 	分割	c=1 d=1.5931e-008 t=6213
fen hong 	分紅	c=0 d=0.00280343 t=6213
fen pei 	分配	c=0 d=0.1 t=5399
fen pei de 	分配的	c=1 d=1 t=5400
fen xi 	分析	c=0 d=4.02661e-006 t=6213
fen xi le xia 	分析了下	c=1 d=4.0468e-005 t=6213
fen xiang 	分享	c=1 d=1 t=4925
fen zhi 	分支	c=3 d=7.81535e-007 t=6213
fen zhong 	分鐘	c=2 d=0.0023461 t=6213
feng zhuang 	封裝	c=2 d=0.00204453 t=6213
fu 	副	c=1 d=0.000884932 t=6213
fu dong 	浮動	c=1 d=1 t=4922
fu ge tu 	附個圖	c=1 d=0.00318278 t=6213
fu hao biao 	符號表	c=1 d=0.0231676 t=6213
fu he 	符合	c=5 d=0.00113187 t=6213
fu wu 	服務	c=5 d=0.00598413 t=6213
fu wu qi 	服務器	c=8 d=0.0611025 t=6213
fu za 	複雜	c=0 d=0.1 t=5324
fu zhi 	賦值	c=1 d=1 t=5420
gai 	該	c=2 d=0.0212244 t=6213
gai cheng 	改成	c=0 d=0.1 t=5909
gai cheng zhe yang le 	改成這樣了	c=1 d=1 t=5910
gai dong 	改動	c=1 d=9.09764e-006 t=6213
gai guang gao 	該廣告	c=1 d=1 t=5092
gai hui lai 	改回來	c=0 d=0.1 t=5775
gai ren wu 	該任務	c=2 d=0.0225961 t=6213
gai xia 	改下	c=1 d=0.416862 t=6213
gai xu qiu 	該需求	c=1 d=5.53367e-010 t=6213
gai yong hu 	該用戶	c=1 d=0.154896 t=6213
gan ma 	幹嘛	c=0 d=2.10208e-006 t=6213
gan xi 	乾洗	c=0 d=2.03468e-005 t=6213
gang 	剛	c=1 d=0.0475963 t=6213
gang gang 	剛剛	c=1 d=3.98671e-006 t=6213
gang shuo 	剛說	c=1 d=0.0028799 t=6213
gang tou fang 	剛投放	c=1 d=7.87298e-011 t=6213
gao ding 	搞定	c=0 d=9.16921e-011 t=6213
gao ming 	高明	c=0 d=7.5617e-008 t=6213
gao xing neng 	高性能	c=1 d=1 t=5414
ge 	個	c=15 d=0.0120505 t=6213
ge can shu 	個參數	c=1 d=5.39704e-010 t=6213
ge it 	個IT	c=12 d=0.000658408 t=6213
ge shi 	格式	c=4 d=0.00361435 t=6213
ge shi hua 	格式化	c=1 d=1 t=5973
ge ying 	葛穎	c=1 d=0.0510474 t=6213
ge zhong 	各種	c=0 d=0.0410954 t=6213
ge zhong hao chu 	各種好處	c=1 d=0.209088 t=6213
ge zhong mao bing 	各種毛病	c=1 d=0.203926 t=6213
gei 	給	c=5 d=0.0231227 t=6213
gei dao 	給到	c=1 d=1 t=5161
gei de 	給的	c=2 d=0.00126539 t=6213
gei ni 	給你	c=0 d=0.0763563 t=6213
gei ni fa 	給你發	c=0 d=0.1 t=5952
gei ni fa le ge 	給你發了個	c=1 d=0.000185956 t=6213
gei ni men 	給你們	c=1 d=0.229925 t=6213
gei wo 	給我	c=0 d=1.43445e-005 t=6213
gei wo men 	給我們	c=2 d=0.00229965 t=6213
gei wo men de 	給我們的	c=1 d=1 t=4952
gei wo yi ge 	給我一個	c=1 d=0.0001441 t=6213
gen 	跟	c=2 d=0.000126616 t=6213
gen ju 	根據	c=1 d=1.11993e-009 t=6213
gen zong 	跟蹤	c=1 d=0.748264 t=6213
geng 	更	c=1 d=0.000675539 t=6213
geng xin 	更新	c=2 d=0.442644 t=6213
gong can kao 	供参考	c=2 d=1.61263 t=5950
gong cheng 	工程	c=1 d=0.0804596 t=6213
gong ju 	工具	c=7 d=2.08644 t=6213
gong neng 	功能	c=4 d=0.0269116 t=6213
gong si 	公司	c=2 d=0.201795 t=6213
gou le 	夠了	c=1 d=1 t=5813
gu ji 	估計	c=5 d=0.625221 t=6213
gu yu 	穀雨	c=1 d=6.29975e-006 t=6213
gua le 	掛了	c=4 d=0.00603045 t=6213
guan 	管	c=0 d=0.0226502 t=6213
guan bi 	關閉	c=3 d=0.0199349 t=6213
guan bi ri zhi 	關閉日誌	c=1 d=1 t=5410
guan cha 	觀察	c=2 d=0.001003 t=6213
guan fang 	官方	c=1 d=0.129548 t=6213
guan fang tui jian 	官方推薦	c=1 d=1 t=6213
guan li qi 	管理器	c=0 d=0.00322254 t=6213
guan lian 	關聯	c=1 d=0.0934807 t=6213
guan xi 	關係	c=3 d=0.00041835 t=6213
guan zhu 	關注	c=0 d=0.00117371 t=6213
guang gao 	廣告	c=28 d=4.09928 t=6213
guang gao ding xiang 	廣告定向	c=1 d=1 t=5128
guang gao fa bu jie kou 	廣告發佈接口	c=1 d=1 t=5991
guang gao wei 	廣告位	c=18 d=0.23839 t=6213
guang gao wei ding xiang 	廣告位定向	c=1 d=1 t=5188
guang gao wei id 	廣告位ID	c=1 d=1 t=5226
guang gao zhu 	廣告主	c=6 d=0.14299 t=6213
guang gao zu 	廣告組	c=1 d=1 t=6089
guang xie 	廣協	c=9 d=0.00159169 t=6213
guang zhou 	廣州	c=1 d=8.85482e-007 t=6213
guang zhou di qu 	廣州地區	c=1 d=8.0487e-006 t=6213
gui fan 	規範	c=2 d=0.782705 t=6213
gui lv 	規律	c=0 d=2.67918e-007 t=6213
gui ze 	規則	c=3 d=0.00109752 t=6213
guo 	過	c=0 d=0.1 t=5751
guo chang 	過長	c=1 d=1.52694e-009 t=6213
guo lai 	過來	c=1 d=0.205186 t=6213
guo le 	過了	c=0 d=0.00450492 t=6213
guo lv 	過濾	c=27 d=2.85936 t=6213
guo lv liang 	過濾量	c=1 d=1 t=5711
guo wai 	國外	c=0 d=0.1 t=4906
guo wai de 	國外的	c=1 d=1 t=4907
guo yi hui 	過一會	c=1 d=1 t=5752
hai 	還	c=0 d=0.0913931 t=6213
hai fei si 	海飛絲	c=2 d=5.78995e-005 t=6213
hai hao 	還好	c=0 d=4.76206e-009 t=6213
hai hao wo you bei fen 	還好我有備份	c=1 d=4.78593e-008 t=6213
hai jia ban bu 	還加班不	c=1 d=0.918512 t=6213
hai mei 	還沒	c=0 d=5.86312e-010 t=6213
hai mei cha dao shen me wen ti 	還沒查到什麼問題	c=1 d=3.0291e-009 t=6213
hai mei jie jue ba 	還沒解決吧	c=1 d=2.78227e-009 t=6213
hai mei lai de ji 	還沒來得及	c=1 d=8.11274e-011 t=6213
hai mei you 	還沒有	c=2 d=0.010655 t=6213
hai shi 	還是	c=8 d=0.126197 t=6213
hai yao 	還要	c=0 d=0.000486835 t=6213
hai yao deng 	還要等	c=1 d=0.00489275 t=6213
hai you 	還有	c=3 d=0.0838833 t=6213
hai you ge 	還有個	c=1 d=1 t=5527
hai you jiu shi 	還有就是	c=1 d=7.50711e-010 t=6213
hai you yi wen ba 	還有疑問吧	c=1 d=2.79621e-009 t=6213
hai you yi zhong ke neng 	還有一種可能	c=1 d=3.4153e-009 t=6213
han 	含	c=1 d=4.2025e-008 t=6213
han 	汗	c=1 d=4.13994e-008 t=6213
han shu 	函數	c=1 d=1 t=5944
han yi 	含義	c=0 d=0.1 t=5988
han yi fang mian 	含義方面	c=1 d=1 t=5989
hang 	行	c=1 d=3.40127e-005 t=6213
hao 	好	c=8 d=0.665498 t=6213
hao 	號	c=36 d=1.54921 t=6213
hao a 	好啊	c=1 d=5.99455e-010 t=6213
hao ba 	好吧	c=5 d=0.0381973 t=6213
hao chu 	好處	c=0 d=0.0208045 t=6213
hao de 	好的	c=3 d=1.88773e-007 t=6213
hao hao 	好好	c=1 d=1.20987e-006 t=6213
hao le 	好了	c=1 d=0.0042963 t=6213
hao xiang 	好像	c=4 d=0.653907 t=6213
hao ya 	好呀	c=2 d=0.00340892 t=6213
hao ye 	好耶	c=2 d=1.38241e-009 t=6213
he 	和	c=73 d=3.3133 t=6213
he 	盒	c=0 d=2.03572e-011 t=6213
he bing 	合併	c=2 d=2.50865e-007 t=6213
he chuang yi 	和創意	c=1 d=1 t=6090
he he 	呵呵	c=3 d=0.00499199 t=6213
he ling 	何玲	c=2 d=0.00286651 t=6213
he ling 	何零	c=1 d=9.75808e-007 t=6213
he qi ta 	和其他	c=1 d=2.28305e-006 t=6213
he shang mian 	和上面	c=1 d=6.87523e-005 t=6213
he ta men 	和他們	c=1 d=1 t=6165
he wo men de 	和我們的	c=2 d=0.733447 t=6213
he xin 	核心	c=0 d=2.74084e-010 t=6213
he xin ci ku 	核心詞庫	c=1 d=2.75458e-009 t=6213
hei ming dan 	黑名單	c=2 d=0.235689 t=6213
hen 	很	c=0 d=1.91734e-007 t=6213
hen bu 	很不	c=0 d=1.51514e-007 t=6213
hen bu ming bai 	很不明白	c=1 d=1.52274e-006 t=6213
hen chang jian 	很常見	c=1 d=1.31765e-010 t=6213
hen cheng shu 	很成熟	c=1 d=6.92994e-010 t=6213
hen da 	很大	c=1 d=0.055299 t=6213
hen di 	很低	c=2 d=0.00226541 t=6213
hen duo 	很多	c=12 d=1.75736 t=6213
hen duo dou you 	很多都有	c=1 d=1.32426e-010 t=6213
hen ke neng 	很可能	c=1 d=0.00145173 t=6213
hen kuai 	很快	c=1 d=1 t=5555
hen nan 	很難	c=1 d=4.76206e-008 t=6213
hen xiao 	很小	c=1 d=0.00786762 t=6213
hen yi chang 	很異常	c=1 d=1.92613e-006 t=6213
hen zao jiu 	很早就	c=1 d=1 t=5429
heng xian 	橫線	c=1 d=8.15063e-007 t=6213
hong 	宏	c=13 d=0.0114487 t=6213
hong lian jie 	宏鏈接	c=1 d=3.89818e-006 t=6213
hong ti huan 	宏替換	c=10 d=0.00195254 t=6213
hou 	後	c=9 d=0.514343 t=6213
hou ban duan 	後半段	c=1 d=3.51082e-010 t=6213
hou de 	厚的	c=1 d=2.97853e-008 t=6213
hou duan 	後端	c=11 d=4.72045 t=5718
hou lai 	後來	c=5 d=0.10202 t=6213
hou lai gei de 	後來給的	c=1 d=4.12925e-007 t=6213
hou lai guo lv 	後來過濾	c=1 d=1 t=5660
hou mian 	後面	c=1 d=1.24392e-009 t=6213
hou xu 	後續	c=1 d=1 t=6075
hou zhe 	後者	c=1 d=1 t=5469
hou zhui ming 	後綴名	c=3 d=0.00251626 t=6213
hu lve 	忽略	c=1 d=1.60938e-010 t=6213
hu zhao 	護照	c=0 d=3.95844e-011 t=6213
hu zhao dao le 	護照到了	c=1 d=3.97829e-010 t=6213
hua 	話	c=6 d=0.711841 t=6213
hua shan 	華山	c=1 d=0.0106734 t=6213
hua wei 	華爲	c=20 d=0.0748792 t=6213
huai yi 	懷疑	c=1 d=4.2874e-008 t=6213
huan 	還	c=0 d=6.17711e-011 t=6213
huan cun 	緩存	c=2 d=0.0537036 t=6213
huan hang 	換行	c=1 d=1 t=5978
huan jing 	環境	c=1 d=0.618783 t=6213
huan jing bian liang 	環境變量	c=1 d=1 t=5890
hui 	會	c=5 d=0.304106 t=6213
hui bei 	會被	c=0 d=0.1 t=4847
hui bei fei qi 	會被廢棄	c=1 d=1 t=4848
hui bei xiu zheng 	會被修正	c=1 d=1 t=5753
hui bi 	會比	c=1 d=1 t=4978
hui cai yong 	會採用	c=1 d=1 t=4960
hui chao yi dian 	會超一點	c=1 d=1 t=5109
hui che 	回車	c=1 d=0.0461896 t=6213
hui chu lai 	會出來	c=0 d=0.000344787 t=6213
hui chu lai ge 	會出來個	c=1 d=0.00346515 t=6213
hui dao zhi 	會導致	c=2 d=0.504241 t=6213
hui fang hen duo piao 	會放很多票	c=1 d=4.39669e-010 t=6213
hui fen hong 	會分紅	c=1 d=0.0141931 t=6213
hui fu 	回覆	c=0 d=1.73025e-010 t=6213
hui fu 	恢復	c=1 d=8.98765e-010 t=6213
hui fu le 	回覆了	c=1 d=1.73892e-009 t=6213
hui jiang 	會將	c=2 d=0.00366166 t=6213
hui lai 	回來	c=0 d=4.76287e-011 t=6213
hui lai kan kan 	會來看看	c=1 d=5.87385e-006 t=6213
hui lai le 	回來了	c=1 d=4.78675e-010 t=6213
hui long guan 	回龍觀	c=1 d=1.62296e-005 t=6213
hui man man 	會慢慢	c=1 d=0.532592 t=6213
hui qu 	回去	c=1 d=0.0412603 t=6213
hui qu fen 	會區分	c=1 d=3.4059e-006 t=6213
hui ti qian 	會提前	c=1 d=1 t=4982
hui tiao ni 	會挑你	c=1 d=0.208045 t=6213
hui tong guo 	會通過	c=1 d=1.63766e-009 t=6213
hui xiu zheng 	會修正	c=1 d=1 t=5747
hui you 	會有	c=0 d=0.000117675 t=6213
hui you chong fu 	會有重複	c=1 d=1 t=4865
hui you ge 	會有個	c=1 d=3.19982e-007 t=6213
hui yu gu 	會預估	c=1 d=1 t=5104
hui yuan 	會員	c=1 d=0.000239969 t=6213
hui yue lai yue da 	會越來越大	c=1 d=1.15106e-008 t=6213
hui zhang 	會長	c=2 d=0.0273837 t=6213
hui zhi ding 	會制定	c=1 d=0.0611149 t=6213
hui zhuan fa 	會轉發	c=1 d=3.17673e-010 t=6213
hui zong 	彙總	c=1 d=6.20596e-006 t=6213
hun he 	混合	c=0 d=1.79652e-011 t=6213
huo qu 	獲取	c=6 d=0.270549 t=6213
huo qu shu ju 	獲取數據	c=1 d=1.48181e-009 t=6213
huo xu 	或許	c=1 d=1 t=5174
huo zhe 	或者	c=5 d=0.230954 t=6213
id 	ID	c=4 d=0.0177635 t=6213
ios 	iOS	c=1 d=1.62528e-008 t=6213
ios fen 	iOS分	c=2 d=2.60511e-007 t=6213
ji 	機	c=1 d=0.122336 t=6213
ji 	級	c=0 d=0.0109701 t=6213
ji ben 	基本	c=0 d=1.38276e-007 t=6213
ji ben dou shi 	基本都是	c=1 d=1.27827e-006 t=6213
ji ben yi zhi 	基本一致	c=1 d=1.11415e-007 t=6213
ji bie 	級別	c=1 d=6.59196e-010 t=6213
ji chu 	基礎	c=0 d=0.00731685 t=6213
ji chu ku 	基礎庫	c=1 d=0.0735345 t=6213
ji chu shi chang 	基礎時長	c=1 d=9.28217e-007 t=6213
ji de 	記得	c=0 d=0.0110803 t=6213
ji fang 	機房	c=2 d=0.000389465 t=6213
ji ge 	幾個	c=3 d=0.0686224 t=6213
ji hu 	幾乎	c=2 d=1.42032e-006 t=6213
ji hua 	計劃	c=0 d=0.1 t=5613
ji lu 	記錄	c=13 d=0.314998 t=6213
ji lu de 	記錄的	c=1 d=1 t=5687
ji lu zai 	記錄在	c=2 d=0.0124629 t=6213
ji miao zhong 	幾秒鐘	c=0 d=6.22414e-012 t=6213
ji neng 	技能	c=1 d=0.216536 t=6213
ji qun 	集羣	c=1 d=0.000145549 t=6213
ji shao 	極少	c=2 d=2.03493e-010 t=6213
ji shi 	即使	c=6 d=0.233602 t=6213
ji shi you fa 	即使有發	c=1 d=1 t=5245
ji suan 	計算	c=3 d=1.07836 t=5673
ji suan ji 	計算機	c=1 d=0.995012 t=6213
ji suan qi 	計算器	c=1 d=0.0187793 t=6213
ji tian 	幾天	c=3 d=0.0792649 t=6213
ji xian 	基線	c=1 d=2.65878e-008 t=6213
ji xian fen zhi 	基線分支	c=1 d=2.63293e-007 t=6213
ji xing 	機型	c=4 d=3.60962 t=6212
ji xu 	繼續	c=0 d=1.15067e-005 t=6213
ji xu cha 	繼續查	c=1 d=0.000115643 t=6213
jia 	加	c=1 d=3.52782e-008 t=6213
jia 	夾	c=1 d=0.0930145 t=6213
jia ban 	加班	c=3 d=1.06703 t=6213
jia ban ba 	加班吧	c=1 d=0.00367942 t=6213
jia cuo 	加錯	c=0 d=0.00505395 t=6213
jia cuo qun le ba 	加錯羣了吧	c=1 d=0.0507928 t=6213
jia de 	加的	c=1 d=5.91757e-005 t=6213
jia ge 	價格	c=1 d=0.535261 t=6213
jia ge 	加個	c=1 d=2.18786e-005 t=6213
jia jin qu 	加進去	c=1 d=0.0769192 t=6213
jia le 	加了	c=1 d=0.00596059 t=6213
jia le ji ge 	加了幾個	c=1 d=0.0599047 t=6213
jia li 	家裏	c=0 d=8.04733e-005 t=6213
jia mi 	加密	c=9 d=0.00262083 t=6213
jia ru 	假如	c=2 d=1.94649 t=5069
jia su 	加速	c=1 d=1 t=5552
jia yi 	加一	c=0 d=5.72883e-007 t=6213
jia yi ge 	加一個	c=1 d=5.75754e-006 t=6213
jia zai 	加載	c=1 d=0.245242 t=6213
jian 	建	c=0 d=0.1 t=4896
jian ce 	監測	c=15 d=0.00594708 t=6213
jian cha 	檢查	c=1 d=0.227638 t=6213
jian cha xia 	檢查下	c=1 d=0.000181365 t=6213
jian dan 	簡單	c=5 d=0.122963 t=6213
jian ge 	間隔	c=1 d=0.802519 t=6213
jian kong 	監控	c=30 d=0.0310348 t=6213
jian kong hong 	監控宏	c=1 d=0.000536738 t=6213
jian qu 	減去	c=1 d=1 t=5778
jian shao 	減少	c=1 d=0.00848038 t=6213
jian ti 	簡體	c=1 d=1 t=5148
jiang 	將	c=3 d=0.000992851 t=6213
jiang 	降	c=2 d=8.43977e-005 t=6213
jiang dao 	降到	c=1 d=0.00216573 t=6213
jiang jin 	獎金	c=1 d=0.0161635 t=6213
jiang le 	降了	c=0 d=3.04428e-010 t=6213
jiao 	叫	c=1 d=1 t=5277
jiao 	餃	c=0 d=0.00397558 t=6213
jiao ben 	腳本	c=1 d=0.118245 t=6213
jiao du 	角度	c=1 d=0.00141589 t=6213
jiao duo 	較多	c=1 d=4.79669e-005 t=6213
jiao liu 	交流	c=1 d=1.46353e-010 t=6213
jiao xiao 	較小	c=0 d=0.000121259 t=6213
jie gou 	結構	c=0 d=0.1 t=4888
jie gou ding yi 	結構定義	c=1 d=1 t=4889
jie guo 	結果	c=4 d=1.1869 t=6213
jie jin 	接近	c=1 d=5.22594e-005 t=6213
jie jue 	解決	c=6 d=0.180994 t=6213
jie kou 	接口	c=6 d=0.633473 t=6213
jie qi 	節氣	c=1 d=6.26833e-006 t=6213
jie shao 	介紹	c=2 d=0.0410305 t=6213
jie shi 	解釋	c=0 d=0.0715338 t=6213
jie shu 	結束	c=1 d=1 t=4983
jie wei 	結尾	c=1 d=2.12906e-008 t=6213
jie xi 	解析	c=4 d=0.0247579 t=6213
jie xi cuo le 	解析錯了	c=1 d=5.14711e-011 t=6213
jie xin 	捷信	c=11 d=0.00589237 t=6213
jin cheng 	進程	c=1 d=0.790571 t=6213
jin jin 	僅僅	c=1 d=5.1197e-007 t=6213
jin lai 	進來	c=1 d=0.0939493 t=6213
jin le 	禁了	c=1 d=1.34706e-005 t=6213
jin qu 	進去	c=1 d=0.0464212 t=6213
jin tian 	今天	c=2 d=0.0129388 t=6213
jing 	經	c=0 d=0.00746459 t=6213
jing chang 	經常	c=0 d=0.1 t=4806
jing chang duan kai 	經常斷開	c=1 d=1 t=4807
jing dong 	京東	c=0 d=4.85909e-011 t=6213
jing guo 	經過	c=3 d=1.33674e-005 t=6213
jing hua 	精華	c=3 d=0.0506418 t=6213
jing jia 	競價	c=6 d=0.0537404 t=6213
jing jian ban 	精簡版	c=1 d=1.42739e-010 t=6213
jing ran 	竟然	c=0 d=0.013068 t=6213
jing ran hai you bi zan me duo 	竟然還有比咱麼多	c=1 d=0.131336 t=6213
jing tai 	靜態	c=1 d=1 t=5131
jing yi jing 	靜一靜	c=1 d=0.970446 t=6213
jing zhe 	驚蟄	c=1 d=6.23707e-006 t=6213
jing zheng 	競爭	c=1 d=9.7614e-011 t=6213
jiu 	九	c=1 d=7.12013e-005 t=6213
jiu 	就	c=1 d=0.258849 t=6213
jiu bao zheng 	就保證	c=1 d=0.715338 t=6213
jiu bei 	就被	c=0 d=8.19428e-012 t=6213
jiu bei xian zhi 	就被限制	c=1 d=8.23535e-011 t=6213
jiu bu 	就不	c=0 d=5.44493e-011 t=6213
jiu bu duo le 	就不多了	c=1 d=4.44087e-010 t=6213
jiu bu kan le ba 	就不看了把	c=1 d=1 t=5907
jiu bu shuo le 	就不說了	c=1 d=1.03133e-010 t=6213
jiu bu yong 	就不用	c=1 d=1 t=5783
jiu gong si chi ba 	就公司吃吧	c=1 d=0.0391639 t=6213
jiu gua le 	就掛了	c=1 d=0.0112206 t=6213
jiu guan bi le 	就關閉了	c=1 d=0.00334597 t=6213
jiu hao 	就好	c=0 d=2.69307e-009 t=6213
jiu hao jie shi 	就好解釋	c=1 d=2.70657e-008 t=6213
jiu he 	就和	c=1 d=6.67204e-005 t=6213
jiu hui you 	就會有	c=0 d=0.1 t=5037
jiu ke yi le 	就可以了	c=1 d=0.125556 t=6213
jiu mei 	就沒	c=0 d=2.35298e-009 t=6213
jiu mei bi yao 	就沒必要	c=1 d=0.0199405 t=6213
jiu mei fa cha 	就沒法查	c=1 d=2.36477e-008 t=6213
jiu mei mai 	就沒買	c=1 d=0.0143357 t=6213
jiu na ge 	就那個	c=1 d=0.0437178 t=6213
jiu na ji miao zhong 	就那幾秒鐘	c=1 d=6.25534e-011 t=6213
jiu shi 	就是	c=15 d=1.10515 t=6213
jiu wo men zai tou fang 	就我們在投放	c=1 d=1.3783e-010 t=6213
jiu xiang 	就像	c=0 d=2.30643e-008 t=6213
jiu xiang que ren xia 	就像確認下	c=1 d=1.64558e-007 t=6213
jiu xiang wen xia 	就像問下	c=1 d=6.72398e-008 t=6213
jiu xing 	就行	c=5 d=0.0133665 t=6213
jiu yao 	就要	c=1 d=1.36743e-005 t=6213
jiu yao miao zhen 	就要秒針	c=1 d=1.85508e-005 t=6213
jiu yong 	就用	c=0 d=1.96504e-007 t=6213
jiu you 	就有	c=0 d=2.68148e-007 t=6213
jiu you gui lv 	就有規律	c=1 d=2.69261e-006 t=6213
jiu you wen ti 	就有問題	c=1 d=2.31235e-009 t=6213
jiu zhe 	就這	c=0 d=2.24867e-005 t=6213
jiu zhe yi ge 	就這一個	c=1 d=0.000225994 t=6213
jiu zhi dao 	就指導	c=1 d=0.491644 t=6213
jiu zhi dao le 	就知道了	c=1 d=0.447088 t=6213
ju he 	聚和	c=0 d=0.1 t=5208
ju he ping tai 	聚和平臺	c=1 d=1 t=5209
ju li 	舉例	c=2 d=0.81315 t=6213
ju ti 	具體	c=5 d=0.276845 t=6213
jue de 	覺得	c=5 d=0.616929 t=6213
jue ding 	決定	c=0 d=0.285927 t=6213
jue ding wo zen me chi 	決定我怎麼吃	c=1 d=0.99005 t=6213
jue dui 	絕對	c=0 d=8.33681e-009 t=6213
jue dui shi yi yang 	絕對是一樣	c=1 d=8.3786e-008 t=6213
ka 	卡	c=0 d=0.1 t=4805
ka zhu le 	卡住了	c=1 d=1.36742e-005 t=6213
kai fa 	開發	c=4 d=0.105096 t=6213
kai fa ji 	開發機	c=1 d=0.115903 t=6213
kai fa ji 	開發級	c=1 d=0.110251 t=6213
kai fa le 	開發了	c=1 d=5.64546e-010 t=6213
kai guan 	開關	c=4 d=2.2493e-006 t=6213
kai lai 	開來	c=0 d=0.1 t=5197
kai qi 	開啓	c=1 d=1 t=6058
kai shi 	開始	c=2 d=0.0203571 t=6213
kai shi you 	開始有	c=1 d=1 t=5832
kai tou 	開頭	c=4 d=1.23932e-005 t=6213
kan 	看	c=10 d=0.0698859 t=6213
kan ba 	看吧	c=0 d=0.00120946 t=6213
kan biao tou 	看表頭	c=1 d=5.45035e-008 t=6213
kan bu dao 	看不到	c=1 d=1 t=5716
kan chu 	看出	c=0 d=7.42862e-005 t=6213
kan cuo 	看錯	c=0 d=2.49245e-010 t=6213
kan cuo le 	看錯了	c=1 d=2.50494e-009 t=6213
kan dao 	看到	c=3 d=0.112136 t=6213
kan dao ji xing 	看到機型	c=1 d=1 t=6137
kan dao le 	看到了	c=1 d=0.141576 t=6213
kan jin tian 	看今天	c=1 d=7.71577e-009 t=6213
kan kan 	看看	c=9 d=0.726111 t=6213
kan kan ji xing 	看看機型	c=1 d=1 t=6200
kan lai 	看來	c=3 d=0.288852 t=6213
